Year,Month,Day,Site,SumOfSumVolume
2020,4,27,938,7368
2020,4,28,938,7633
2020,4,29,938,7351
2020,4,30,938,8441
2020,5,1,938,7866
2020,5,2,938,7111
2020,5,3,938,5783
2020,5,4,938,6439
2020,5,5,938,8437
2020,5,6,938,8490
2020,5,7,938,8695
2020,5,8,938,9570
2020,5,9,938,8140
2020,5,10,938,5892
2020,5,11,938,8188
2020,5,12,938,8506
2020,5,13,938,8128
2020,5,14,938,8937
2020,5,15,938,9421
2020,5,16,938,8292
2020,5,17,938,6507
2020,5,18,938,8609
2020,5,19,938,9253
2020,5,20,938,9506
2020,5,21,938,9805
2020,5,22,938,10283
2020,5,23,938,8653
2020,5,24,938,6869
2020,5,25,938,9648
2020,5,26,938,9702
2020,5,27,938,9958
2020,5,28,938,10581
2020,5,29,938,10829
2020,5,30,938,9256
2020,5,31,938,7450
2020,6,1,938,7945
2020,6,2,938,10165
2020,6,3,938,9871
2020,6,4,938,154
2020,1,2,939,17731
2020,1,3,939,18580
2020,1,4,939,18239
2020,1,5,939,17033
2020,1,6,939,18546
2020,1,7,939,18349
2020,1,8,939,18486
2020,1,9,939,14877
2020,1,10,939,19034
2020,1,11,939,19732
2020,1,12,939,17447
2020,1,13,939,18735
2020,1,14,939,18779
2020,1,15,939,18643
2020,1,16,939,19146
2020,1,17,939,19019
2020,1,18,939,18578
2020,1,19,939,18059
2020,1,20,939,18278
2020,1,21,939,18291
2020,1,22,939,18566
2020,1,23,939,18603
2020,1,24,939,18969
2020,1,25,939,19239
2020,1,26,939,18222
2020,1,27,939,18220
2020,1,28,939,18294
2020,1,29,939,18539
2020,1,30,939,18592
2020,1,31,939,19083
2020,2,1,939,19276
2020,2,2,939,18166
2020,2,3,939,18404
2020,2,4,939,18681
2020,2,5,939,18702
2020,2,6,939,18447
2020,2,7,939,19480
2020,2,8,939,19527
2020,2,9,939,18267
2020,2,10,939,19059
2020,2,11,939,19221
2020,2,12,939,18200
2020,2,13,939,18945
2020,2,14,939,19428
2020,2,15,939,20026
2020,2,16,939,18352
2020,2,17,939,18868
2020,2,18,939,19023
2020,2,19,939,19507
2020,2,20,939,19311
2020,2,21,939,20008
2020,2,22,939,9571
2020,2,23,939,9488
2020,2,24,939,15605
2020,2,25,939,18579
2020,2,26,939,18404
2020,2,27,939,18969
2020,2,28,939,19583
2020,2,29,939,19888
2020,3,1,939,18551
2020,3,2,939,18565
2020,3,3,939,12754
2020,3,4,939,18601
2020,3,5,939,18920
2020,3,6,939,19042
2020,3,7,939,19430
2020,3,8,939,18510
2020,3,9,939,12990
2020,3,10,939,15457
2020,3,11,939,18933
2020,3,12,939,19037
2020,3,13,939,18699
2020,3,14,939,18153
2020,3,15,939,16496
2020,3,16,939,16993
2020,3,17,939,8272
2020,3,18,939,17056
2020,3,19,939,17119
2020,3,20,939,17532
2020,3,21,939,16374
2020,3,22,939,15152
2020,3,23,939,16375
2020,3,24,939,16628
2020,3,25,939,16663
2020,3,26,939,16620
2020,3,27,939,15409
2020,3,28,939,13450
2020,3,29,939,9793
2020,3,30,939,13528
2020,3,31,939,13662
2020,4,1,939,13876
2020,4,2,939,14428
2020,4,3,939,15208
2020,4,4,939,13240
2020,4,5,939,10913
2020,4,6,939,13861
2020,4,7,939,14650
2020,4,8,939,14747
2020,4,9,939,15057
2020,4,10,939,15175
2020,4,11,939,13780
2020,4,12,939,10069
2020,4,13,939,10937
2020,4,14,939,14151
2020,4,15,939,14580
2020,4,16,939,14984
2020,4,17,939,15548
2020,4,18,939,13285
2020,4,19,939,11223
2020,4,20,939,14547
2020,4,21,939,14770
2020,4,22,939,15177
2020,4,23,939,15598
2020,4,24,939,15732
2020,4,25,939,13906
2020,4,26,939,11472
2020,4,27,939,14838
2020,4,28,939,15123
2020,4,29,939,14534
2020,4,30,939,14682
2020,5,1,939,16170
2020,5,2,939,14272
2020,5,3,939,12463
2020,5,4,939,12798
2020,5,5,939,15958
2020,5,6,939,16350
2020,5,7,939,16453
2020,5,8,939,15636
2020,5,9,939,15387
2020,5,10,939,13264
2020,5,11,939,15721
2020,5,12,939,16110
2020,5,13,939,13497
2020,5,14,939,16646
2020,5,15,939,17002
2020,5,16,939,15696
2020,5,17,939,14070
2020,5,18,939,16806
2020,5,19,939,17253
2020,5,20,939,17741
2020,5,21,939,17790
2020,5,22,939,16207
2020,5,23,939,16840
2020,5,24,939,15348
2020,5,25,939,17670
2020,5,26,939,17917
2020,5,27,939,18013
2020,5,28,939,18629
2020,5,29,939,18421
2020,5,30,939,17397
2020,5,31,939,7017
2020,6,1,939,10267
2020,6,2,939,15073
2020,6,3,939,11018
2020,6,4,939,378
2020,1,1,940,0
2020,1,2,940,0
2020,1,3,940,0
2020,1,4,940,0
2020,1,5,940,0
2020,1,6,940,0
2020,1,7,940,0
2020,1,8,940,0
2020,1,9,940,0
2020,1,10,940,0
2020,1,11,940,0
2020,1,12,940,0
2020,1,13,940,0
2020,1,14,940,0
2020,1,15,940,0
2020,1,16,940,0
2020,1,17,940,0
2020,1,18,940,0
2020,1,19,940,0
2020,1,20,940,0
2020,1,21,940,0
2020,1,22,940,0
2020,1,23,940,0
2020,1,24,940,0
2020,1,25,940,0
2020,1,26,940,0
2020,1,27,940,0
2020,1,28,940,0
2020,1,29,940,0
2020,1,30,940,0
2020,1,31,940,0
2020,2,1,940,0
2020,2,2,940,0
2020,2,3,940,0
2020,2,4,940,0
2020,2,5,940,0
2020,2,6,940,0
2020,2,7,940,0
2020,2,8,940,0
2020,2,9,940,0
2020,2,10,940,0
2020,2,11,940,0
2020,2,12,940,0
2020,2,13,940,0
2020,2,14,940,0
2020,2,15,940,0
2020,2,16,940,0
2020,2,17,940,0
2020,2,18,940,0
2020,2,19,940,0
2020,2,20,940,0
2020,2,21,940,0
2020,2,22,940,0
2020,2,23,940,0
2020,2,24,940,0
2020,2,25,940,0
2020,2,26,940,0
2020,2,27,940,0
2020,2,28,940,0
2020,2,29,940,0
2020,3,1,940,0
2020,3,2,940,0
2020,3,3,940,0
2020,3,4,940,0
2020,3,5,940,0
2020,3,6,940,0
2020,3,7,940,0
2020,3,8,940,0
2020,3,9,940,0
2020,3,10,940,0
2020,3,11,940,0
2020,3,12,940,0
2020,3,13,940,0
2020,3,14,940,0
2020,3,15,940,0
2020,3,16,940,0
2020,3,17,940,0
2020,3,18,940,0
2020,3,19,940,0
2020,3,20,940,0
2020,3,21,940,0
2020,3,22,940,0
2020,3,23,940,0
2020,3,24,940,0
2020,3,25,940,0
2020,3,26,940,0
2020,3,27,940,0
2020,3,28,940,0
2020,3,29,940,0
2020,3,30,940,0
2020,3,31,940,0
2020,4,1,940,0
2020,4,2,940,0
2020,4,3,940,0
2020,4,4,940,0
2020,4,5,940,0
2020,4,6,940,0
2020,4,7,940,0
2020,4,8,940,0
2020,4,9,940,0
2020,4,10,940,0
2020,4,11,940,0
2020,4,12,940,0
2020,4,13,940,0
2020,4,14,940,0
2020,4,15,940,0
2020,4,16,940,0
2020,4,17,940,0
2020,4,18,940,0
2020,4,19,940,0
2020,4,20,940,0
2020,4,21,940,0
2020,4,22,940,0
2020,4,23,940,0
2020,4,24,940,0
2020,4,25,940,0
2020,4,26,940,0
2020,4,27,940,0
2020,4,28,940,0
2020,4,29,940,0
2020,4,30,940,0
2020,5,1,940,0
2020,5,2,940,0
2020,5,3,940,0
2020,5,4,940,0
2020,5,5,940,0
2020,5,6,940,0
2020,5,7,940,0
2020,5,8,940,0
2020,5,9,940,0
2020,5,10,940,0
2020,5,11,940,0
2020,5,12,940,0
2020,5,13,940,0
2020,5,14,940,0
2020,5,15,940,0
2020,5,16,940,0
2020,5,17,940,0
2020,5,18,940,0
2020,5,19,940,0
2020,5,20,940,2
2020,5,21,940,0
2020,5,22,940,0
2020,5,23,940,0
2020,5,24,940,0
2020,5,25,940,0
2020,5,26,940,0
2020,5,27,940,0
2020,5,28,940,0
2020,5,29,940,0
2020,5,30,940,0
2020,5,31,940,0
2020,6,1,940,0
2020,6,2,940,0
2020,6,3,940,0
2020,6,4,940,0
2020,1,1,941,491
2020,1,2,941,1128
2020,1,3,941,1284
2020,1,4,941,865
2020,1,5,941,652
2020,1,6,941,1411
2020,1,7,941,1615
2020,1,8,941,1570
2020,1,9,941,1634
2020,1,10,941,1580
2020,1,11,941,1100
2020,1,12,941,754
2020,1,13,941,1678
2020,1,14,941,1691
2020,1,15,941,1768
2020,1,16,941,1955
2020,1,17,941,1771
2020,1,18,941,1006
2020,1,19,941,781
2020,1,20,941,1725
2020,1,21,941,1687
2020,1,22,941,1721
2020,1,23,941,1625
2020,1,24,941,1697
2020,1,25,941,1131
2020,1,26,941,732
2020,1,27,941,839
2020,1,28,941,908
2020,1,29,941,925
2020,1,30,941,951
2020,1,31,941,912
2020,2,1,941,672
2020,2,2,941,433
2020,2,3,941,808
2020,2,4,941,842
2020,2,5,941,895
2020,2,6,941,935
2020,2,7,941,845
2020,2,8,941,667
2020,2,9,941,464
2020,2,10,941,828
2020,2,11,941,801
2020,2,12,941,860
2020,2,13,941,912
2020,2,14,941,853
2020,2,15,941,568
2020,2,16,941,418
2020,2,17,941,797
2020,2,18,941,822
2020,2,19,941,851
2020,2,20,941,918
2020,2,21,941,805
2020,2,22,941,261
2020,2,23,941,327
2020,2,24,941,835
2020,2,25,941,902
2020,2,26,941,951
2020,2,27,941,928
2020,2,28,941,940
2020,2,29,941,639
2020,3,1,941,429
2020,3,2,941,841
2020,3,3,941,664
2020,3,4,941,992
2020,3,5,941,873
2020,3,6,941,960
2020,3,7,941,676
2020,3,8,941,229
2020,3,9,941,636
2020,3,10,941,794
2020,3,11,941,873
2020,3,12,941,868
2020,3,13,941,755
2020,3,14,941,492
2020,3,15,941,404
2020,3,16,941,556
2020,3,17,941,247
2020,3,18,941,545
2020,3,19,941,545
2020,3,20,941,573
2020,3,21,941,403
2020,3,22,941,328
2020,3,23,941,507
2020,3,24,941,522
2020,3,25,941,497
2020,3,26,941,787
2020,3,27,941,966
2020,3,28,941,463
2020,3,29,941,340
2020,3,30,941,553
2020,3,31,941,527
2020,4,1,941,568
2020,4,2,941,606
2020,4,3,941,630
2020,4,4,941,442
2020,4,5,941,403
2020,4,6,941,488
2020,4,7,941,608
2020,4,8,941,569
2020,4,9,941,626
2020,4,10,941,550
2020,4,11,941,518
2020,4,12,941,390
2020,4,13,941,401
2020,4,14,941,556
2020,4,15,941,598
2020,4,16,941,594
2020,4,17,941,609
2020,4,18,941,443
2020,4,19,941,451
2020,4,20,941,612
2020,4,21,941,595
2020,4,22,941,629
2020,4,23,941,604
2020,4,24,941,615
2020,4,25,941,581
2020,4,26,941,415
2020,4,27,941,651
2020,4,28,941,670
2020,4,29,941,612
2020,4,30,941,679
2020,5,1,941,756
2020,5,2,941,619
2020,5,3,941,536
2020,5,4,941,564
2020,5,5,941,672
2020,5,6,941,773
2020,5,7,941,753
2020,5,8,941,799
2020,5,9,941,797
2020,5,10,941,509
2020,5,11,941,716
2020,5,12,941,674
2020,5,13,941,693
2020,5,14,941,759
2020,5,15,941,799
2020,5,16,941,688
2020,5,17,941,562
2020,5,18,941,817
2020,5,19,941,662
2020,5,20,941,754
2020,5,21,941,933
2020,5,22,941,1032
2020,5,23,941,775
2020,5,24,941,610
2020,5,25,941,1007
2020,5,26,941,1041
2020,5,27,941,952
2020,5,28,941,1001
2020,5,29,941,1078
2020,5,30,941,805
2020,5,31,941,262
2020,6,1,941,684
2020,6,2,941,863
2020,6,3,941,809
2020,6,4,941,10
2020,1,1,943,19278
2020,1,2,943,27007
2020,1,3,943,30288
2020,1,4,943,26894
2020,1,5,943,23116
2020,1,6,943,32630
2020,1,7,943,35067
2020,1,8,943,35886
2020,1,9,943,37397
2020,1,10,943,37453
2020,1,11,943,31417
2020,1,12,943,27625
2020,1,13,943,34883
2020,1,14,943,38053
2020,1,15,943,37311
2020,1,16,943,38410
2020,1,17,943,40032
2020,1,18,943,31723
2020,1,19,943,28543
2020,1,20,943,37991
2020,1,21,943,39907
2020,1,22,943,39604
2020,1,23,943,41084
2020,1,24,943,41751
2020,1,25,943,33824
2020,1,26,943,30414
2020,1,27,943,38037
2020,1,28,943,40631
2020,1,29,943,40543
2020,1,30,943,41591
2020,1,31,943,41562
2020,2,1,943,36115
2020,2,2,943,31258
2020,2,3,943,37714
2020,2,4,943,39142
2020,2,5,943,39733
2020,2,6,943,41282
2020,2,7,943,41548
2020,2,8,943,34776
2020,2,9,943,27263
2020,2,10,943,38039
2020,2,11,943,38168
2020,2,12,943,30043
2020,2,13,943,41984
2020,2,14,943,41085
2020,2,15,943,32116
2020,2,16,943,27542
2020,2,17,943,36036
2020,2,18,943,38465
2020,2,19,943,38330
2020,2,20,943,39810
2020,2,21,943,39966
2020,2,22,943,31464
2020,2,23,943,27342
2020,2,24,943,37317
2020,2,25,943,39506
2020,2,26,943,40718
2020,2,27,943,41425
2020,2,28,943,42412
2020,2,29,943,34353
2020,3,1,943,28587
2020,3,2,943,37847
2020,3,3,943,39972
2020,3,4,943,40822
2020,3,5,943,41215
2020,3,6,943,41452
2020,3,7,943,32295
2020,3,8,943,27935
2020,3,9,943,36917
2020,3,10,943,36922
2020,3,11,943,38863
2020,3,12,943,37600
2020,3,13,943,31786
2020,3,14,943,21216
2020,3,15,943,17328
2020,3,16,943,23689
2020,3,17,943,15446
2020,3,18,943,23378
2020,3,19,943,22420
2020,3,20,943,22724
2020,3,21,943,15616
2020,3,22,943,14987
2020,3,23,943,19491
2020,3,24,943,20484
2020,3,25,943,18260
2020,3,26,943,18141
2020,3,27,943,19620
2020,3,28,943,8161
2020,3,29,943,5662
2020,3,30,943,10904
2020,3,31,943,10415
2020,4,1,943,10050
2020,4,2,943,10239
2020,4,3,943,11095
2020,4,4,943,7849
2020,4,5,943,6321
2020,4,6,943,10235
2020,4,7,943,10628
2020,4,8,943,10561
2020,4,9,943,10502
2020,4,10,943,8985
2020,4,11,943,7058
2020,4,12,943,5497
2020,4,13,943,5721
2020,4,14,943,10117
2020,4,15,943,10204
2020,4,16,943,10513
2020,4,17,943,11031
2020,4,18,943,7524
2020,4,19,943,6235
2020,4,20,943,10262
2020,4,21,943,10759
2020,4,22,943,10915
2020,4,23,943,11130
2020,4,24,943,11541
2020,4,25,943,7904
2020,4,26,943,6507
2020,4,27,943,10882
2020,4,28,943,11197
2020,4,29,943,11135
2020,4,30,943,11863
2020,5,1,943,12271
2020,5,2,943,8332
2020,5,3,943,6521
2020,5,4,943,6889
2020,5,5,943,12678
2020,5,6,943,12774
2020,5,7,943,13223
2020,5,8,943,13968
2020,5,9,943,9815
2020,5,10,943,8198
2020,5,11,943,12722
2020,5,12,943,13148
2020,5,13,943,13834
2020,5,14,943,13996
2020,5,15,943,14900
2020,5,16,943,10642
2020,5,17,943,9219
2020,5,18,943,16045
2020,5,19,943,17006
2020,5,20,943,17541
2020,5,21,943,18001
2020,5,22,943,18464
2020,5,23,943,13467
2020,5,24,943,11949
2020,5,25,943,17939
2020,5,26,943,18564
2020,5,27,943,19113
2020,5,28,943,19780
2020,5,29,943,20668
2020,5,30,943,15012
2020,5,31,943,12836
2020,6,1,943,13428
2020,6,2,943,20461
2020,6,3,943,20257
2020,6,4,943,206
2020,1,1,944,6701
2020,1,2,944,6641
2020,1,3,944,6621
2020,1,4,944,6858
2020,1,5,944,6838
2020,1,6,944,6472
2020,1,7,944,6135
2020,1,8,944,6082
2020,1,9,944,5980
2020,1,10,944,6181
2020,1,11,944,7585
2020,1,12,944,6956
2020,1,13,944,6485
2020,1,14,944,6558
2020,1,15,944,6486
2020,1,16,944,6878
2020,1,17,944,6828
2020,1,18,944,6890
2020,1,19,944,6737
2020,1,20,944,6327
2020,1,21,944,6780
2020,1,22,944,6610
2020,1,23,944,7141
2020,1,24,944,7349
2020,1,25,944,7740
2020,1,26,944,7950
2020,1,27,944,6434
2020,1,28,944,6831
2020,1,29,944,6525
2020,1,30,944,6810
2020,1,31,944,7315
2020,2,1,944,7756
2020,2,2,944,8396
2020,2,3,944,6718
2020,2,4,944,6817
2020,2,5,944,6543
2020,2,6,944,6836
2020,2,7,944,7317
2020,2,8,944,8042
2020,2,9,944,8256
2020,2,10,944,6554
2020,2,11,944,6716
2020,2,12,944,6414
2020,2,13,944,6789
2020,2,14,944,7379
2020,2,15,944,8208
2020,2,16,944,8463
2020,2,17,944,6309
2020,2,18,944,7149
2020,2,19,944,6757
2020,2,20,944,6839
2020,2,21,944,7416
2020,2,22,944,7897
2020,2,23,944,8093
2020,2,24,944,6481
2020,2,25,944,6632
2020,2,26,944,6562
2020,2,27,944,6619
2020,2,28,944,7256
2020,2,29,944,8374
2020,3,1,944,8052
2020,3,2,944,6434
2020,3,3,944,6535
2020,3,4,944,6544
2020,3,5,944,6767
2020,3,6,944,7373
2020,3,7,944,7983
2020,3,8,944,8388
2020,3,9,944,7031
2020,3,10,944,6337
2020,3,11,944,7112
2020,3,12,944,6959
2020,3,13,944,7141
2020,3,14,944,7654
2020,3,15,944,7116
2020,3,16,944,6483
2020,3,17,944,6527
2020,3,18,944,6447
2020,3,19,944,6362
2020,3,20,944,6280
2020,3,21,944,6409
2020,3,22,944,5931
2020,3,23,944,6462
2020,3,24,944,6387
2020,3,25,944,6357
2020,3,26,944,6492
2020,3,27,944,6658
2020,3,28,944,5724
2020,3,29,944,4545
2020,3,30,944,5825
2020,3,31,944,6020
2020,4,1,944,5940
2020,4,2,944,5990
2020,4,3,944,6112
2020,4,4,944,5382
2020,4,5,944,4876
2020,4,6,944,5979
2020,4,7,944,6043
2020,4,8,944,5962
2020,4,9,944,5971
2020,4,10,944,5970
2020,4,11,944,5438
2020,4,12,944,4593
2020,4,13,944,4768
2020,4,14,944,5887
2020,4,15,944,6045
2020,4,16,944,6195
2020,4,17,944,6135
2020,4,18,944,5258
2020,4,19,944,4921
2020,4,20,944,5960
2020,4,21,944,6208
2020,4,22,944,6089
2020,4,23,944,6156
2020,4,24,944,6168
2020,4,25,944,5632
2020,4,26,944,5053
2020,4,27,944,6026
2020,4,28,944,6086
2020,4,29,944,5674
2020,4,30,944,6057
2020,5,1,944,6348
2020,5,2,944,5542
2020,5,3,944,5151
2020,5,4,944,5318
2020,5,5,944,6249
2020,5,6,944,6377
2020,5,7,944,6358
2020,5,8,944,6504
2020,5,9,944,6240
2020,5,10,944,5486
2020,5,11,944,6256
2020,5,12,944,6441
2020,5,13,944,6387
2020,5,14,944,6523
2020,5,15,944,6605
2020,5,16,944,6228
2020,5,17,944,5739
2020,5,18,944,6417
2020,5,19,944,6647
2020,5,20,944,6584
2020,5,21,944,6467
2020,5,22,944,6526
2020,5,23,944,6354
2020,5,24,944,6397
2020,5,25,944,6726
2020,5,26,944,6536
2020,5,27,944,6564
2020,5,28,944,6693
2020,5,29,944,6455
2020,5,30,944,6828
2020,5,31,944,6818
2020,6,1,944,6621
2020,6,2,944,6728
2020,6,3,944,6665
2020,6,4,944,198
2020,1,1,945,5106
2020,1,2,945,8693
2020,1,3,945,9490
2020,1,4,945,8117
2020,1,5,945,6520
2020,1,6,945,10112
2020,1,7,945,10488
2020,1,8,945,10439
2020,1,9,945,10654
2020,1,10,945,11279
2020,1,11,945,8663
2020,1,12,945,6868
2020,1,13,945,10107
2020,1,14,945,10476
2020,1,15,945,10848
2020,1,16,945,11160
2020,1,17,945,11199
2020,1,18,945,8698
2020,1,19,945,6685
2020,1,20,945,10438
2020,1,21,945,10557
2020,1,22,945,10822
2020,1,23,945,10630
2020,1,24,945,11376
2020,1,25,945,9041
2020,1,26,945,6800
2020,1,27,945,10444
2020,1,28,945,10585
2020,1,29,945,10766
2020,1,30,945,11070
2020,1,31,945,10253
2020,2,1,945,8831
2020,2,2,945,6889
2020,2,3,945,10106
2020,2,4,945,10551
2020,2,5,945,10825
2020,2,6,945,10946
2020,2,7,945,11428
2020,2,8,945,9928
2020,2,9,945,6387
2020,2,10,945,10178
2020,2,11,945,10420
2020,2,12,945,10481
2020,2,13,945,11302
2020,2,14,945,11667
2020,2,15,945,8403
2020,2,16,945,6918
2020,2,17,945,9875
2020,2,18,945,10072
2020,2,19,945,10237
2020,2,20,945,10121
2020,2,21,945,10576
2020,2,22,945,8699
2020,2,23,945,7024
2020,2,24,945,10295
2020,2,25,945,10393
2020,2,26,945,10738
2020,2,27,945,11229
2020,2,28,945,11543
2020,2,29,945,8988
2020,3,1,945,6920
2020,3,2,945,10413
2020,3,3,945,10735
2020,3,4,945,10876
2020,3,5,945,11043
2020,3,6,945,11560
2020,3,7,945,9156
2020,3,8,945,7231
2020,3,9,945,10270
2020,3,10,945,10823
2020,3,11,945,11047
2020,3,12,945,11097
2020,3,13,945,9828
2020,3,14,945,7538
2020,3,15,945,5610
2020,3,16,945,7814
2020,3,17,945,4652
2020,3,18,945,7352
2020,3,19,945,7599
2020,3,20,945,7804
2020,3,21,945,6480
2020,3,22,945,4981
2020,3,23,945,6542
2020,3,24,945,6834
2020,3,25,945,6457
2020,3,26,945,6724
2020,3,27,945,7445
2020,3,28,945,4665
2020,3,29,945,2898
2020,3,30,945,4889
2020,3,31,945,5113
2020,4,1,945,5125
2020,4,2,945,5528
2020,4,3,945,6123
2020,4,4,945,4872
2020,4,5,945,3469
2020,4,6,945,5209
2020,4,7,945,5521
2020,4,8,945,5580
2020,4,9,945,6361
2020,4,10,945,6087
2020,4,11,945,5383
2020,4,12,945,3227
2020,4,13,945,3627
2020,4,14,945,5483
2020,4,15,945,5632
2020,4,16,945,5853
2020,4,17,945,6281
2020,4,18,945,4975
2020,4,19,945,3536
2020,4,20,945,5437
2020,4,21,945,5645
2020,4,22,945,5852
2020,4,23,945,6047
2020,4,24,945,6827
2020,4,25,945,5386
2020,4,26,945,3727
2020,4,27,945,5619
2020,4,28,945,5818
2020,4,29,945,5956
2020,4,30,945,6474
2020,5,1,945,6946
2020,5,2,945,5710
2020,5,3,945,4354
2020,5,4,945,4304
2020,5,5,945,6596
2020,5,6,945,6633
2020,5,7,945,6650
2020,5,8,945,7350
2020,5,9,945,5963
2020,5,10,945,4378
2020,5,11,945,6371
2020,5,12,945,6490
2020,5,13,945,6629
2020,5,14,945,6861
2020,5,15,945,7268
2020,5,16,945,6205
2020,5,17,945,4631
2020,5,18,945,6835
2020,5,19,945,7135
2020,5,20,945,7375
2020,5,21,945,7098
2020,5,22,945,8286
2020,5,23,945,6993
2020,5,24,945,5238
2020,5,25,945,7119
2020,5,26,945,7354
2020,5,27,945,7407
2020,5,28,945,7736
2020,5,29,945,8155
2020,5,30,945,7050
2020,5,31,945,5400
2020,6,1,945,5495
2020,6,2,945,7593
2020,6,3,945,7516
2020,6,4,945,84
2020,1,2,946,11105
2020,1,3,946,13789
2020,1,4,946,13827
2020,1,5,946,12394
2020,1,6,946,12936
2020,1,7,946,13167
2020,1,8,946,13765
2020,1,9,946,14097
2020,1,10,946,14732
2020,1,11,946,13164
2020,1,12,946,13387
2020,1,13,946,13305
2020,1,14,946,14192
2020,1,15,946,14192
2020,1,16,946,13613
2020,1,17,946,15299
2020,1,18,946,14913
2020,1,19,946,13171
2020,1,20,946,13921
2020,1,21,946,14190
2020,1,22,946,14822
2020,1,23,946,14357
2020,1,24,946,15152
2020,1,25,946,15600
2020,1,26,946,13748
2020,1,27,946,14071
2020,1,28,946,14763
2020,1,29,946,14216
2020,1,30,946,14665
2020,1,31,946,15316
2020,2,1,946,14315
2020,2,2,946,13640
2020,2,3,946,14033
2020,2,4,946,14770
2020,2,5,946,14858
2020,2,6,946,14838
2020,2,7,946,14478
2020,2,8,946,14033
2020,2,9,946,10033
2020,2,10,946,13666
2020,2,11,946,13469
2020,2,12,946,14749
2020,2,13,946,14475
2020,2,14,946,14667
2020,2,15,946,12642
2020,2,16,946,12121
2020,2,17,946,12738
2020,2,18,946,13356
2020,2,19,946,13713
2020,2,20,946,13680
2020,2,21,946,14463
2020,2,22,946,13677
2020,2,23,946,12633
2020,2,24,946,13192
2020,2,25,946,14321
2020,2,26,946,14331
2020,2,27,946,14980
2020,2,28,946,14607
2020,2,29,946,14266
2020,3,1,946,13317
2020,3,2,946,14122
2020,3,3,946,14982
2020,3,4,946,15096
2020,3,5,946,15377
2020,3,6,946,15569
2020,3,7,946,13835
2020,3,8,946,14247
2020,3,9,946,13471
2020,3,10,946,14214
2020,3,11,946,14549
2020,3,12,946,13819
2020,3,13,946,13690
2020,3,14,946,12890
2020,3,15,946,11855
2020,3,16,946,12286
2020,3,17,946,11623
2020,3,18,946,12006
2020,3,19,946,13221
2020,3,20,946,13046
2020,3,21,946,12268
2020,3,22,946,13082
2020,3,23,946,10475
2020,3,24,946,10747
2020,3,25,946,11913
2020,3,26,946,11494
2020,3,27,946,10543
2020,3,28,946,4486
2020,3,29,946,3141
2020,3,30,946,4903
2020,3,31,946,5091
2020,4,1,946,5300
2020,4,2,946,5184
2020,4,3,946,6060
2020,4,4,946,4896
2020,4,5,946,4057
2020,4,6,946,5633
2020,4,7,946,6599
2020,4,8,946,5777
2020,4,9,946,5621
2020,4,10,946,5118
2020,4,11,946,4898
2020,4,12,946,2966
2020,4,13,946,3765
2020,4,14,946,6012
2020,4,15,946,6358
2020,4,16,946,5971
2020,4,17,946,5937
2020,4,18,946,4378
2020,4,19,946,4295
2020,4,20,946,5843
2020,4,21,946,6378
2020,4,22,946,6008
2020,4,23,946,6299
2020,4,24,946,6306
2020,4,25,946,5292
2020,4,26,946,4225
2020,4,27,946,6211
2020,4,28,946,5973
2020,4,29,946,5458
2020,4,30,946,5856
2020,5,1,946,6756
2020,5,2,946,6147
2020,5,3,946,6217
2020,5,4,946,6284
2020,5,5,946,8736
2020,5,6,946,8913
2020,5,7,946,7710
2020,5,8,946,9416
2020,5,9,946,9706
2020,5,10,946,6136
2020,5,11,946,8157
2020,5,12,946,8044
2020,5,13,946,8251
2020,5,14,946,9844
2020,5,15,946,8367
2020,5,16,946,8461
2020,5,17,946,7751
2020,5,18,946,8937
2020,5,19,946,10844
2020,5,20,946,12789
2020,5,21,946,10556
2020,5,22,946,10136
2020,5,23,946,9354
2020,5,24,946,10411
2020,5,25,946,11789
2020,5,26,946,11548
2020,5,27,946,12986
2020,5,28,946,13666
2020,5,29,946,13462
2020,5,30,946,12721
2020,5,31,946,12365
2020,6,1,946,13519
2020,6,2,946,14471
2020,6,3,946,10651
2020,6,4,946,102
2020,1,2,947,4104
2020,1,3,947,4388
2020,1,4,947,3826
2020,1,5,947,3291
2020,1,6,947,4569
2020,1,7,947,4707
2020,1,8,947,4741
2020,1,9,947,4932
2020,1,10,947,4841
2020,1,11,947,4138
2020,1,12,947,3356
2020,1,13,947,4713
2020,1,14,947,4666
2020,1,15,947,4788
2020,1,16,947,4890
2020,1,17,947,4864
2020,1,18,947,3986
2020,1,19,947,3435
2020,1,20,947,3854
2020,1,21,947,4680
2020,1,22,947,4841
2020,1,23,947,4889
2020,1,24,947,4989
2020,1,25,947,4155
2020,1,26,947,3508
2020,1,27,947,4710
2020,1,28,947,4728
2020,1,29,947,4798
2020,1,30,947,4962
2020,1,31,947,5076
2020,2,1,947,4281
2020,2,2,947,3577
2020,2,3,947,4712
2020,2,4,947,4911
2020,2,5,947,4783
2020,2,6,947,4829
2020,2,7,947,4876
2020,2,8,947,4216
2020,2,9,947,3395
2020,2,10,947,4814
2020,2,11,947,4920
2020,2,12,947,4909
2020,2,13,947,4963
2020,2,14,947,5053
2020,2,15,947,4248
2020,2,16,947,3431
2020,2,17,947,4589
2020,2,18,947,4770
2020,2,19,947,4731
2020,2,20,947,4792
2020,2,21,947,4774
2020,2,22,947,1783
2020,2,23,947,2555
2020,2,24,947,4846
2020,2,25,947,4786
2020,2,26,947,4826
2020,2,27,947,4902
2020,2,28,947,5190
2020,2,29,947,4198
2020,3,1,947,3575
